date,area,area_type,population,cases,cumulative_cases
4/19/2020,Lassen,County,30065,0,3
4/20/2020,Lassen,County,30065,0,3
4/21/2020,Lassen,County,30065,0,3
4/22/2020,Lassen,County,30065,0,3
4/23/2020,Lassen,County,30065,0,3
4/24/2020,Lassen,County,30065,0,3
4/25/2020,Lassen,County,30065,0,3
4/26/2020,Lassen,County,30065,0,3
4/27/2020,Lassen,County,30065,0,3
4/28/2020,Lassen,County,30065,0,3
4/29/2020,Lassen,County,30065,0,3
4/30/2020,Lassen,County,30065,0,3
5/1/2020,Lassen,County,30065,0,3
5/2/2020,Lassen,County,30065,0,3
5/3/2020,Lassen,County,30065,0,3
5/4/2020,Lassen,County,30065,0,3
5/5/2020,Lassen,County,30065,1,4
5/6/2020,Lassen,County,30065,0,4
5/7/2020,Lassen,County,30065,0,4
5/8/2020,Lassen,County,30065,0,4
5/9/2020,Lassen,County,30065,0,4
5/10/2020,Lassen,County,30065,0,4
5/11/2020,Lassen,County,30065,0,4
5/12/2020,Lassen,County,30065,0,4
5/13/2020,Lassen,County,30065,0,4
5/14/2020,Lassen,County,30065,0,4
5/15/2020,Lassen,County,30065,0,4
5/16/2020,Lassen,County,30065,0,4
5/17/2020,Lassen,County,30065,1,5
5/18/2020,Lassen,County,30065,0,5
5/19/2020,Lassen,County,30065,0,5
5/20/2020,Lassen,County,30065,0,5
5/21/2020,Lassen,County,30065,1,6
5/22/2020,Lassen,County,30065,0,6
5/23/2020,Lassen,County,30065,2,8
5/24/2020,Lassen,County,30065,0,8
5/25/2020,Lassen,County,30065,1,9
5/26/2020,Lassen,County,30065,0,9
5/27/2020,Lassen,County,30065,1,10
5/28/2020,Lassen,County,30065,0,10
5/29/2020,Lassen,County,30065,0,10
5/30/2020,Lassen,County,30065,0,10
5/31/2020,Lassen,County,30065,0,10
6/1/2020,Lassen,County,30065,0,10
6/2/2020,Lassen,County,30065,0,10
6/3/2020,Lassen,County,30065,1,11
6/4/2020,Lassen,County,30065,0,11
6/5/2020,Lassen,County,30065,2,13
6/6/2020,Lassen,County,30065,1,14
6/7/2020,Lassen,County,30065,0,14
6/8/2020,Lassen,County,30065,1,15
6/9/2020,Lassen,County,30065,0,15
6/10/2020,Lassen,County,30065,0,15
6/11/2020,Lassen,County,30065,0,15
6/12/2020,Lassen,County,30065,0,15
6/13/2020,Lassen,County,30065,0,15
6/14/2020,Lassen,County,30065,0,15
6/15/2020,Lassen,County,30065,0,15
6/16/2020,Lassen,County,30065,0,15
6/17/2020,Lassen,County,30065,3,18
6/18/2020,Lassen,County,30065,4,22
6/19/2020,Lassen,County,30065,1,23
6/20/2020,Lassen,County,30065,1,24
6/21/2020,Lassen,County,30065,1,25
6/22/2020,Lassen,County,30065,93,118
6/23/2020,Lassen,County,30065,110,228
6/24/2020,Lassen,County,30065,4,232
6/25/2020,Lassen,County,30065,1,233
6/26/2020,Lassen,County,30065,6,239
6/27/2020,Lassen,County,30065,1,240
6/28/2020,Lassen,County,30065,0,240
6/29/2020,Lassen,County,30065,0,240
6/30/2020,Lassen,County,30065,8,248
7/1/2020,Lassen,County,30065,7,255
7/2/2020,Lassen,County,30065,1,256
7/3/2020,Lassen,County,30065,2,258
7/4/2020,Lassen,County,30065,0,258
7/5/2020,Lassen,County,30065,0,258
7/6/2020,Lassen,County,30065,6,264
7/7/2020,Lassen,County,30065,2,266
7/8/2020,Lassen,County,30065,71,337
7/9/2020,Lassen,County,30065,96,433
7/10/2020,Lassen,County,30065,56,489
7/11/2020,Lassen,County,30065,1,490
7/12/2020,Lassen,County,30065,1,491
7/13/2020,Lassen,County,30065,7,498
7/14/2020,Lassen,County,30065,5,503
7/15/2020,Lassen,County,30065,17,520
7/16/2020,Lassen,County,30065,4,524
7/17/2020,Lassen,County,30065,1,525
7/18/2020,Lassen,County,30065,19,544
7/19/2020,Lassen,County,30065,1,545
7/20/2020,Lassen,County,30065,19,564
7/21/2020,Lassen,County,30065,2,566
7/22/2020,Lassen,County,30065,2,568
7/23/2020,Lassen,County,30065,3,571
7/24/2020,Lassen,County,30065,3,574
7/25/2020,Lassen,County,30065,0,574
7/26/2020,Lassen,County,30065,0,574
7/27/2020,Lassen,County,30065,41,615
7/28/2020,Lassen,County,30065,0,615
7/29/2020,Lassen,County,30065,6,621
7/30/2020,Lassen,County,30065,15,636
7/31/2020,Lassen,County,30065,3,639
8/1/2020,Lassen,County,30065,5,644
8/2/2020,Lassen,County,30065,1,645
8/3/2020,Lassen,County,30065,0,645
8/4/2020,Lassen,County,30065,0,645
8/5/2020,Lassen,County,30065,3,648
8/6/2020,Lassen,County,30065,47,695
8/7/2020,Lassen,County,30065,2,697
8/8/2020,Lassen,County,30065,1,698
8/9/2020,Lassen,County,30065,0,698
8/10/2020,Lassen,County,30065,6,704
8/11/2020,Lassen,County,30065,0,704
8/12/2020,Lassen,County,30065,6,710
8/13/2020,Lassen,County,30065,1,711
8/14/2020,Lassen,County,30065,0,711
8/15/2020,Lassen,County,30065,0,711
8/16/2020,Lassen,County,30065,0,711
8/17/2020,Lassen,County,30065,0,711
8/18/2020,Lassen,County,30065,0,711
8/19/2020,Lassen,County,30065,0,711
8/20/2020,Lassen,County,30065,8,719
8/21/2020,Lassen,County,30065,1,720
8/22/2020,Lassen,County,30065,0,720
8/23/2020,Lassen,County,30065,0,720
8/24/2020,Lassen,County,30065,1,721
8/25/2020,Lassen,County,30065,0,721
8/26/2020,Lassen,County,30065,1,722
8/27/2020,Lassen,County,30065,0,722
8/28/2020,Lassen,County,30065,0,722
8/29/2020,Lassen,County,30065,0,722
8/30/2020,Lassen,County,30065,0,722
8/31/2020,Lassen,County,30065,2,724
9/1/2020,Lassen,County,30065,3,727
9/2/2020,Lassen,County,30065,3,730
9/3/2020,Lassen,County,30065,2,732
9/4/2020,Lassen,County,30065,0,732
9/5/2020,Lassen,County,30065,0,732
9/6/2020,Lassen,County,30065,0,732
9/7/2020,Lassen,County,30065,0,732
9/8/2020,Lassen,County,30065,0,732
9/9/2020,Lassen,County,30065,0,732
9/10/2020,Lassen,County,30065,1,733
9/11/2020,Lassen,County,30065,1,734
9/12/2020,Lassen,County,30065,0,734
9/13/2020,Lassen,County,30065,0,734
9/14/2020,Lassen,County,30065,3,737
9/15/2020,Lassen,County,30065,0,737
9/16/2020,Lassen,County,30065,4,741
9/17/2020,Lassen,County,30065,1,742
9/18/2020,Lassen,County,30065,2,744
9/19/2020,Lassen,County,30065,1,745
9/20/2020,Lassen,County,30065,0,745
9/21/2020,Lassen,County,30065,0,745
9/22/2020,Lassen,County,30065,2,747
9/23/2020,Lassen,County,30065,1,748
9/24/2020,Lassen,County,30065,0,748
9/25/2020,Lassen,County,30065,1,749
9/26/2020,Lassen,County,30065,0,749
9/27/2020,Lassen,County,30065,0,749
9/28/2020,Lassen,County,30065,0,749
9/29/2020,Lassen,County,30065,1,750
9/30/2020,Lassen,County,30065,0,750
10/1/2020,Lassen,County,30065,3,753
10/2/2020,Lassen,County,30065,3,756
10/3/2020,Lassen,County,30065,0,756
10/4/2020,Lassen,County,30065,0,756
10/5/2020,Lassen,County,30065,0,756
10/6/2020,Lassen,County,30065,1,757
10/7/2020,Lassen,County,30065,0,757
10/8/2020,Lassen,County,30065,0,757
10/9/2020,Lassen,County,30065,5,762
10/10/2020,Lassen,County,30065,0,762
10/11/2020,Lassen,County,30065,0,762
10/12/2020,Lassen,County,30065,1,763
10/13/2020,Lassen,County,30065,0,763
10/14/2020,Lassen,County,30065,2,765
10/15/2020,Lassen,County,30065,2,767
10/16/2020,Lassen,County,30065,1,768
10/17/2020,Lassen,County,30065,0,768
10/18/2020,Lassen,County,30065,0,768
10/19/2020,Lassen,County,30065,0,768
10/20/2020,Lassen,County,30065,1,769
10/21/2020,Lassen,County,30065,1,770
10/22/2020,Lassen,County,30065,1,771
10/23/2020,Lassen,County,30065,3,774
10/24/2020,Lassen,County,30065,1,775
10/25/2020,Lassen,County,30065,1,776
10/26/2020,Lassen,County,30065,2,778
10/27/2020,Lassen,County,30065,3,781
10/28/2020,Lassen,County,30065,2,783
10/29/2020,Lassen,County,30065,4,787
10/30/2020,Lassen,County,30065,1,788
10/31/2020,Lassen,County,30065,6,794
11/1/2020,Lassen,County,30065,5,799
11/2/2020,Lassen,County,30065,0,799
11/3/2020,Lassen,County,30065,8,807
11/4/2020,Lassen,County,30065,9,816
11/5/2020,Lassen,County,30065,5,821
11/6/2020,Lassen,County,30065,31,852
11/7/2020,Lassen,County,30065,8,860
11/8/2020,Lassen,County,30065,16,876
11/9/2020,Lassen,County,30065,148,1024
11/10/2020,Lassen,County,30065,96,1120
11/11/2020,Lassen,County,30065,15,1135
11/12/2020,Lassen,County,30065,25,1160
11/13/2020,Lassen,County,30065,69,1229
11/14/2020,Lassen,County,30065,9,1238
11/15/2020,Lassen,County,30065,14,1252
11/16/2020,Lassen,County,30065,47,1299
11/17/2020,Lassen,County,30065,181,1480
11/18/2020,Lassen,County,30065,79,1559
11/19/2020,Lassen,County,30065,100,1659
11/20/2020,Lassen,County,30065,117,1776
11/21/2020,Lassen,County,30065,85,1861
11/22/2020,Lassen,County,30065,67,1928
11/23/2020,Lassen,County,30065,165,2093
11/24/2020,Lassen,County,30065,80,2173
11/25/2020,Lassen,County,30065,23,2196
11/26/2020,Lassen,County,30065,43,2239
11/27/2020,Lassen,County,30065,15,2254
11/28/2020,Lassen,County,30065,12,2266
11/29/2020,Lassen,County,30065,67,2333
11/30/2020,Lassen,County,30065,103,2436
12/1/2020,Lassen,County,30065,92,2528
12/2/2020,Lassen,County,30065,166,2694
12/3/2020,Lassen,County,30065,59,2753
12/4/2020,Lassen,County,30065,40,2793
12/5/2020,Lassen,County,30065,7,2800
12/6/2020,Lassen,County,30065,191,2991
12/7/2020,Lassen,County,30065,104,3095
12/8/2020,Lassen,County,30065,97,3192
12/9/2020,Lassen,County,30065,156,3348
12/10/2020,Lassen,County,30065,69,3417
12/11/2020,Lassen,County,30065,22,3439
12/12/2020,Lassen,County,30065,12,3451
12/13/2020,Lassen,County,30065,23,3474
12/14/2020,Lassen,County,30065,107,3581
12/15/2020,Lassen,County,30065,98,3679
12/16/2020,Lassen,County,30065,172,3851
12/17/2020,Lassen,County,30065,33,3884
12/18/2020,Lassen,County,30065,36,3920
12/19/2020,Lassen,County,30065,8,3928
12/20/2020,Lassen,County,30065,28,3956
12/21/2020,Lassen,County,30065,54,4010
12/22/2020,Lassen,County,30065,160,4170
12/23/2020,Lassen,County,30065,142,4312
12/24/2020,Lassen,County,30065,10,4322
12/25/2020,Lassen,County,30065,13,4335
12/26/2020,Lassen,County,30065,15,4350
12/27/2020,Lassen,County,30065,21,4371
12/28/2020,Lassen,County,30065,77,4448
12/29/2020,Lassen,County,30065,107,4555
12/30/2020,Lassen,County,30065,15,4570
12/31/2020,Lassen,County,30065,9,4579
1/1/2021,Lassen,County,30065,6,4585
1/2/2021,Lassen,County,30065,6,4591
1/3/2021,Lassen,County,30065,11,4602
1/4/2021,Lassen,County,30065,33,4635
1/5/2021,Lassen,County,30065,22,4657
1/6/2021,Lassen,County,30065,15,4672
1/7/2021,Lassen,County,30065,12,4684
1/8/2021,Lassen,County,30065,5,4689
1/9/2021,Lassen,County,30065,8,4697
1/10/2021,Lassen,County,30065,12,4709
1/11/2021,Lassen,County,30065,22,4731
1/12/2021,Lassen,County,30065,23,4754
1/13/2021,Lassen,County,30065,22,4776
1/14/2021,Lassen,County,30065,7,4783
1/15/2021,Lassen,County,30065,10,4793
1/16/2021,Lassen,County,30065,11,4804
1/17/2021,Lassen,County,30065,12,4816
1/18/2021,Lassen,County,30065,8,4824
1/19/2021,Lassen,County,30065,36,4860
1/20/2021,Lassen,County,30065,7,4867
1/21/2021,Lassen,County,30065,8,4875
1/22/2021,Lassen,County,30065,7,4882
1/23/2021,Lassen,County,30065,9,4891
1/24/2021,Lassen,County,30065,1,4892
1/25/2021,Lassen,County,30065,11,4903
1/26/2021,Lassen,County,30065,27,4930
1/27/2021,Lassen,County,30065,6,4936
1/28/2021,Lassen,County,30065,6,4942
1/29/2021,Lassen,County,30065,6,4948
1/30/2021,Lassen,County,30065,3,4951
1/31/2021,Lassen,County,30065,4,4955
2/1/2021,Lassen,County,30065,16,4971
2/2/2021,Lassen,County,30065,20,4991
2/3/2021,Lassen,County,30065,7,4998
2/4/2021,Lassen,County,30065,12,5010
2/5/2021,Lassen,County,30065,3,5013
2/6/2021,Lassen,County,30065,4,5017
2/7/2021,Lassen,County,30065,4,5021
2/8/2021,Lassen,County,30065,11,5032
2/9/2021,Lassen,County,30065,13,5045
2/10/2021,Lassen,County,30065,7,5052
2/11/2021,Lassen,County,30065,4,5056
2/12/2021,Lassen,County,30065,11,5067
2/13/2021,Lassen,County,30065,2,5069
2/14/2021,Lassen,County,30065,3,5072
2/15/2021,Lassen,County,30065,4,5076
2/16/2021,Lassen,County,30065,2,5078
2/17/2021,Lassen,County,30065,12,5090
2/18/2021,Lassen,County,30065,5,5095
2/19/2021,Lassen,County,30065,9,5104
2/20/2021,Lassen,County,30065,1,5105
2/21/2021,Lassen,County,30065,2,5107
2/22/2021,Lassen,County,30065,8,5115
2/23/2021,Lassen,County,30065,0,5115
2/24/2021,Lassen,County,30065,3,5118
2/25/2021,Lassen,County,30065,4,5122
2/26/2021,Lassen,County,30065,1,5123
2/27/2021,Lassen,County,30065,0,5123
2/28/2021,Lassen,County,30065,0,5123
3/1/2021,Lassen,County,30065,1,5124
3/2/2021,Lassen,County,30065,2,5126
3/3/2021,Lassen,County,30065,5,5131
3/4/2021,Lassen,County,30065,0,5131
3/5/2021,Lassen,County,30065,0,5131
3/6/2021,Lassen,County,30065,0,5131
3/7/2021,Lassen,County,30065,0,5131
3/8/2021,Lassen,County,30065,1,5132
3/9/2021,Lassen,County,30065,0,5132
3/10/2021,Lassen,County,30065,0,5132
3/11/2021,Lassen,County,30065,0,5132
3/12/2021,Lassen,County,30065,1,5133
3/13/2021,Lassen,County,30065,0,5133
3/14/2021,Lassen,County,30065,0,5133
3/15/2021,Lassen,County,30065,2,5135
3/16/2021,Lassen,County,30065,0,5135
3/17/2021,Lassen,County,30065,1,5136
3/18/2021,Lassen,County,30065,1,5137
3/19/2021,Lassen,County,30065,1,5138
3/20/2021,Lassen,County,30065,0,5138
3/21/2021,Lassen,County,30065,0,5138
3/22/2021,Lassen,County,30065,0,5138
3/23/2021,Lassen,County,30065,2,5140
3/24/2021,Lassen,County,30065,0,5140
3/25/2021,Lassen,County,30065,2,5142
3/26/2021,Lassen,County,30065,0,5142
3/27/2021,Lassen,County,30065,1,5143
3/28/2021,Lassen,County,30065,0,5143
3/29/2021,Lassen,County,30065,0,5143
3/30/2021,Lassen,County,30065,0,5143
3/31/2021,Lassen,County,30065,0,5143
4/1/2021,Lassen,County,30065,4,5147
4/2/2021,Lassen,County,30065,1,5148
4/3/2021,Lassen,County,30065,0,5148
4/4/2021,Lassen,County,30065,1,5149
4/5/2021,Lassen,County,30065,2,5151
4/6/2021,Lassen,County,30065,0,5151
4/7/2021,Lassen,County,30065,2,5153
4/8/2021,Lassen,County,30065,0,5153
4/9/2021,Lassen,County,30065,1,5154
4/10/2021,Lassen,County,30065,0,5154
4/11/2021,Lassen,County,30065,0,5154
4/12/2021,Lassen,County,30065,4,5158
4/13/2021,Lassen,County,30065,1,5159
4/14/2021,Lassen,County,30065,1,5160
4/15/2021,Lassen,County,30065,1,5161
4/16/2021,Lassen,County,30065,1,5162
4/17/2021,Lassen,County,30065,1,5163
4/18/2021,Lassen,County,30065,0,5163
4/19/2021,Lassen,County,30065,3,5166
4/20/2021,Lassen,County,30065,1,5167
4/21/2021,Lassen,County,30065,0,5167
4/22/2021,Lassen,County,30065,1,5168
4/23/2021,Lassen,County,30065,0,5168
4/24/2021,Lassen,County,30065,0,5168
4/25/2021,Lassen,County,30065,1,5169
4/26/2021,Lassen,County,30065,2,5171
4/27/2021,Lassen,County,30065,0,5171
4/28/2021,Lassen,County,30065,0,5171
4/29/2021,Lassen,County,30065,0,5171
4/30/2021,Lassen,County,30065,0,5171
5/1/2021,Lassen,County,30065,1,5172
5/2/2021,Lassen,County,30065,2,5174
5/3/2021,Lassen,County,30065,1,5175
5/4/2021,Lassen,County,30065,1,5176
5/5/2021,Lassen,County,30065,1,5177
5/6/2021,Lassen,County,30065,0,5177
5/7/2021,Lassen,County,30065,1,5178
5/8/2021,Lassen,County,30065,1,5179
5/9/2021,Lassen,County,30065,1,5180
5/10/2021,Lassen,County,30065,2,5182
5/11/2021,Lassen,County,30065,4,5186
5/12/2021,Lassen,County,30065,2,5188
5/13/2021,Lassen,County,30065,2,5190
5/14/2021,Lassen,County,30065,0,5190
5/15/2021,Lassen,County,30065,0,5190
5/16/2021,Lassen,County,30065,3,5193
5/17/2021,Lassen,County,30065,1,5194
5/18/2021,Lassen,County,30065,3,5197
5/19/2021,Lassen,County,30065,1,5198
5/20/2021,Lassen,County,30065,1,5199
5/21/2021,Lassen,County,30065,2,5201
5/22/2021,Lassen,County,30065,1,5202
5/23/2021,Lassen,County,30065,0,5202
5/24/2021,Lassen,County,30065,4,5206
5/25/2021,Lassen,County,30065,4,5210
5/26/2021,Lassen,County,30065,4,5214
5/27/2021,Lassen,County,30065,1,5215
5/28/2021,Lassen,County,30065,1,5216
5/29/2021,Lassen,County,30065,0,5216
5/30/2021,Lassen,County,30065,0,5216
5/31/2021,Lassen,County,30065,2,5218
6/1/2021,Lassen,County,30065,2,5220
6/2/2021,Lassen,County,30065,7,5227
6/3/2021,Lassen,County,30065,1,5228
6/4/2021,Lassen,County,30065,9,5237
6/5/2021,Lassen,County,30065,0,5237
6/6/2021,Lassen,County,30065,1,5238
6/7/2021,Lassen,County,30065,2,5240
6/8/2021,Lassen,County,30065,5,5245
6/9/2021,Lassen,County,30065,0,5245
6/10/2021,Lassen,County,30065,1,5246
6/11/2021,Lassen,County,30065,2,5248
6/12/2021,Lassen,County,30065,1,5249
6/13/2021,Lassen,County,30065,0,5249
6/14/2021,Lassen,County,30065,5,5254
6/15/2021,Lassen,County,30065,3,5257
6/16/2021,Lassen,County,30065,1,5258
6/17/2021,Lassen,County,30065,3,5261
6/18/2021,Lassen,County,30065,4,5265
6/19/2021,Lassen,County,30065,1,5266
6/20/2021,Lassen,County,30065,1,5267
6/21/2021,Lassen,County,30065,3,5270
6/22/2021,Lassen,County,30065,2,5272
6/23/2021,Lassen,County,30065,5,5277
6/24/2021,Lassen,County,30065,3,5280
6/25/2021,Lassen,County,30065,1,5281
6/26/2021,Lassen,County,30065,1,5282
6/27/2021,Lassen,County,30065,3,5285
6/28/2021,Lassen,County,30065,1,5286
6/29/2021,Lassen,County,30065,2,5288
6/30/2021,Lassen,County,30065,7,5295
7/1/2021,Lassen,County,30065,5,5300
7/2/2021,Lassen,County,30065,2,5302
7/3/2021,Lassen,County,30065,0,5302
7/4/2021,Lassen,County,30065,1,5303
7/5/2021,Lassen,County,30065,1,5304
7/6/2021,Lassen,County,30065,3,5307
7/7/2021,Lassen,County,30065,1,5308
7/8/2021,Lassen,County,30065,0,5308
7/9/2021,Lassen,County,30065,3,5311
7/10/2021,Lassen,County,30065,2,5313
7/11/2021,Lassen,County,30065,0,5313
7/12/2021,Lassen,County,30065,3,5316
7/13/2021,Lassen,County,30065,1,5317
7/14/2021,Lassen,County,30065,2,5319
7/15/2021,Lassen,County,30065,1,5320
7/16/2021,Lassen,County,30065,1,5321
7/17/2021,Lassen,County,30065,1,5322
7/18/2021,Lassen,County,30065,0,5322
7/19/2021,Lassen,County,30065,0,5322
7/20/2021,Lassen,County,30065,1,5323
7/21/2021,Lassen,County,30065,0,5323
7/22/2021,Lassen,County,30065,3,5326
7/23/2021,Lassen,County,30065,3,5329
7/24/2021,Lassen,County,30065,2,5331
7/25/2021,Lassen,County,30065,1,5332
7/26/2021,Lassen,County,30065,5,5337
7/27/2021,Lassen,County,30065,4,5341
7/28/2021,Lassen,County,30065,6,5347
7/29/2021,Lassen,County,30065,8,5355
7/30/2021,Lassen,County,30065,8,5363
7/31/2021,Lassen,County,30065,4,5367
8/1/2021,Lassen,County,30065,7,5374
8/2/2021,Lassen,County,30065,13,5387
8/3/2021,Lassen,County,30065,23,5410
8/4/2021,Lassen,County,30065,10,5420
8/5/2021,Lassen,County,30065,8,5428
8/6/2021,Lassen,County,30065,8,5436
8/7/2021,Lassen,County,30065,22,5458
8/8/2021,Lassen,County,30065,4,5462
8/9/2021,Lassen,County,30065,15,5477
8/10/2021,Lassen,County,30065,22,5499
8/11/2021,Lassen,County,30065,18,5517
8/12/2021,Lassen,County,30065,9,5526
8/13/2021,Lassen,County,30065,22,5548
8/14/2021,Lassen,County,30065,8,5556
8/15/2021,Lassen,County,30065,7,5563
8/16/2021,Lassen,County,30065,17,5580
8/17/2021,Lassen,County,30065,16,5596
8/18/2021,Lassen,County,30065,17,5613
8/19/2021,Lassen,County,30065,19,5632
8/20/2021,Lassen,County,30065,18,5650
8/21/2021,Lassen,County,30065,20,5670
8/22/2021,Lassen,County,30065,14,5684
8/23/2021,Lassen,County,30065,32,5716
8/24/2021,Lassen,County,30065,12,5728
8/25/2021,Lassen,County,30065,16,5744
8/26/2021,Lassen,County,30065,17,5761
8/27/2021,Lassen,County,30065,12,5773
8/28/2021,Lassen,County,30065,16,5789
8/29/2021,Lassen,County,30065,15,5804
8/30/2021,Lassen,County,30065,23,5827
8/31/2021,Lassen,County,30065,22,5849
9/1/2021,Lassen,County,30065,26,5875
9/2/2021,Lassen,County,30065,22,5897
9/3/2021,Lassen,County,30065,14,5911
9/4/2021,Lassen,County,30065,17,5928
9/5/2021,Lassen,County,30065,15,5943
9/6/2021,Lassen,County,30065,22,5965
9/7/2021,Lassen,County,30065,26,5991
9/8/2021,Lassen,County,30065,18,6009
9/9/2021,Lassen,County,30065,18,6027
9/10/2021,Lassen,County,30065,50,6077
9/11/2021,Lassen,County,30065,8,6085
9/12/2021,Lassen,County,30065,15,6100
9/13/2021,Lassen,County,30065,37,6137
9/14/2021,Lassen,County,30065,35,6172
9/15/2021,Lassen,County,30065,14,6186
9/16/2021,Lassen,County,30065,60,6246
9/17/2021,Lassen,County,30065,35,6281
9/18/2021,Lassen,County,30065,15,6296
9/19/2021,Lassen,County,30065,10,6306
9/20/2021,Lassen,County,30065,20,6326
9/21/2021,Lassen,County,30065,30,6356
9/22/2021,Lassen,County,30065,18,6374
9/23/2021,Lassen,County,30065,20,6394
9/24/2021,Lassen,County,30065,9,6403
9/25/2021,Lassen,County,30065,8,6411
9/26/2021,Lassen,County,30065,12,6423
9/27/2021,Lassen,County,30065,10,6433
9/28/2021,Lassen,County,30065,15,6448
9/29/2021,Lassen,County,30065,6,6454
9/30/2021,Lassen,County,30065,14,6468
10/1/2021,Lassen,County,30065,14,6482
10/2/2021,Lassen,County,30065,11,6493
10/3/2021,Lassen,County,30065,5,6498
10/4/2021,Lassen,County,30065,22,6520
10/5/2021,Lassen,County,30065,17,6537
10/6/2021,Lassen,County,30065,19,6556
10/7/2021,Lassen,County,30065,16,6572
10/8/2021,Lassen,County,30065,18,6590
10/9/2021,Lassen,County,30065,14,6604
10/10/2021,Lassen,County,30065,5,6609
10/11/2021,Lassen,County,30065,19,6628
10/12/2021,Lassen,County,30065,20,6648
10/13/2021,Lassen,County,30065,10,6658
10/14/2021,Lassen,County,30065,11,6669
10/15/2021,Lassen,County,30065,6,6675
10/16/2021,Lassen,County,30065,12,6687
10/17/2021,Lassen,County,30065,9,6696
10/18/2021,Lassen,County,30065,12,6708
10/19/2021,Lassen,County,30065,20,6728
10/20/2021,Lassen,County,30065,6,6734
10/21/2021,Lassen,County,30065,15,6749
10/22/2021,Lassen,County,30065,13,6762
10/23/2021,Lassen,County,30065,7,6769
10/24/2021,Lassen,County,30065,3,6772
10/25/2021,Lassen,County,30065,17,6789
10/26/2021,Lassen,County,30065,11,6800
10/27/2021,Lassen,County,30065,21,6821
10/28/2021,Lassen,County,30065,13,6834
10/29/2021,Lassen,County,30065,9,6843
10/30/2021,Lassen,County,30065,9,6852
10/31/2021,Lassen,County,30065,6,6858
11/1/2021,Lassen,County,30065,15,6873
11/2/2021,Lassen,County,30065,15,6888
11/3/2021,Lassen,County,30065,12,6900
11/4/2021,Lassen,County,30065,16,6916
11/5/2021,Lassen,County,30065,10,6926
11/6/2021,Lassen,County,30065,4,6930
11/7/2021,Lassen,County,30065,5,6935
11/8/2021,Lassen,County,30065,8,6943
11/9/2021,Lassen,County,30065,7,6950
11/10/2021,Lassen,County,30065,12,6962
11/11/2021,Lassen,County,30065,5,6967
11/12/2021,Lassen,County,30065,6,6973
11/13/2021,Lassen,County,30065,4,6977
11/14/2021,Lassen,County,30065,5,6982
11/15/2021,Lassen,County,30065,10,6992
11/16/2021,Lassen,County,30065,11,7003
11/17/2021,Lassen,County,30065,10,7013
11/18/2021,Lassen,County,30065,2,7015
11/19/2021,Lassen,County,30065,3,7018
11/20/2021,Lassen,County,30065,5,7023
11/21/2021,Lassen,County,30065,1,7024
11/22/2021,Lassen,County,30065,9,7033
11/23/2021,Lassen,County,30065,2,7035
11/24/2021,Lassen,County,30065,3,7038
11/25/2021,Lassen,County,30065,0,7038
11/26/2021,Lassen,County,30065,2,7040
11/27/2021,Lassen,County,30065,6,7046
11/28/2021,Lassen,County,30065,2,7048
11/29/2021,Lassen,County,30065,9,7057
11/30/2021,Lassen,County,30065,3,7060
12/1/2021,Lassen,County,30065,4,7064
12/2/2021,Lassen,County,30065,5,7069
12/3/2021,Lassen,County,30065,4,7073
12/4/2021,Lassen,County,30065,2,7075
12/5/2021,Lassen,County,30065,1,7076
12/6/2021,Lassen,County,30065,2,7078
12/7/2021,Lassen,County,30065,5,7083
12/8/2021,Lassen,County,30065,2,7085
12/9/2021,Lassen,County,30065,1,7086
12/10/2021,Lassen,County,30065,2,7088
12/11/2021,Lassen,County,30065,1,7089
12/12/2021,Lassen,County,30065,1,7090
12/13/2021,Lassen,County,30065,1,7091
12/14/2021,Lassen,County,30065,1,7092
12/15/2021,Lassen,County,30065,1,7093
12/16/2021,Lassen,County,30065,0,7093
12/17/2021,Lassen,County,30065,3,7096
12/18/2021,Lassen,County,30065,0,7096
12/19/2021,Lassen,County,30065,2,7098
12/20/2021,Lassen,County,30065,4,7102
12/21/2021,Lassen,County,30065,2,7104
12/22/2021,Lassen,County,30065,2,7106
12/23/2021,Lassen,County,30065,5,7111
12/24/2021,Lassen,County,30065,1,7112
12/25/2021,Lassen,County,30065,3,7115
12/26/2021,Lassen,County,30065,2,7117
12/27/2021,Lassen,County,30065,6,7123
12/28/2021,Lassen,County,30065,6,7129
12/29/2021,Lassen,County,30065,9,7138
12/30/2021,Lassen,County,30065,4,7142
12/31/2021,Lassen,County,30065,6,7148
1/1/2022,Lassen,County,30065,14,7162
1/2/2022,Lassen,County,30065,6,7168
1/3/2022,Lassen,County,30065,16,7184
1/4/2022,Lassen,County,30065,18,7202
1/5/2022,Lassen,County,30065,23,7225
1/6/2022,Lassen,County,30065,20,7245
1/7/2022,Lassen,County,30065,23,7268
1/8/2022,Lassen,County,30065,17,7285
1/9/2022,Lassen,County,30065,30,7315
1/10/2022,Lassen,County,30065,65,7380
1/11/2022,Lassen,County,30065,38,7418
1/12/2022,Lassen,County,30065,50,7468
1/13/2022,Lassen,County,30065,43,7511
1/14/2022,Lassen,County,30065,34,7545
1/15/2022,Lassen,County,30065,34,7579
1/16/2022,Lassen,County,30065,40,7619
1/17/2022,Lassen,County,30065,45,7664
1/18/2022,Lassen,County,30065,93,7757
1/19/2022,Lassen,County,30065,83,7840
1/20/2022,Lassen,County,30065,57,7897
1/21/2022,Lassen,County,30065,53,7950
1/22/2022,Lassen,County,30065,49,7999
