date,area,area_type,population,cases,cumulative_cases
2/1/2020,Alameda,County,1685886,3,3
2/2/2020,Alameda,County,1685886,0,3
2/3/2020,Alameda,County,1685886,0,3
2/4/2020,Alameda,County,1685886,0,3
2/5/2020,Alameda,County,1685886,0,3
2/6/2020,Alameda,County,1685886,1,4
2/7/2020,Alameda,County,1685886,0,4
2/8/2020,Alameda,County,1685886,0,4
2/9/2020,Alameda,County,1685886,1,5
2/10/2020,Alameda,County,1685886,0,5
2/11/2020,Alameda,County,1685886,0,5
2/12/2020,Alameda,County,1685886,0,5
2/13/2020,Alameda,County,1685886,0,5
2/14/2020,Alameda,County,1685886,0,5
2/15/2020,Alameda,County,1685886,1,6
2/16/2020,Alameda,County,1685886,0,6
2/17/2020,Alameda,County,1685886,1,7
2/18/2020,Alameda,County,1685886,0,7
2/19/2020,Alameda,County,1685886,0,7
2/20/2020,Alameda,County,1685886,1,8
2/21/2020,Alameda,County,1685886,2,10
2/22/2020,Alameda,County,1685886,1,11
2/23/2020,Alameda,County,1685886,1,12
2/24/2020,Alameda,County,1685886,2,14
2/25/2020,Alameda,County,1685886,0,14
2/26/2020,Alameda,County,1685886,0,14
2/27/2020,Alameda,County,1685886,0,14
2/28/2020,Alameda,County,1685886,1,15
2/29/2020,Alameda,County,1685886,2,17
3/1/2020,Alameda,County,1685886,4,21
3/2/2020,Alameda,County,1685886,1,22
3/3/2020,Alameda,County,1685886,3,25
3/4/2020,Alameda,County,1685886,6,31
3/5/2020,Alameda,County,1685886,4,35
3/6/2020,Alameda,County,1685886,6,41
3/7/2020,Alameda,County,1685886,2,43
3/8/2020,Alameda,County,1685886,5,48
3/9/2020,Alameda,County,1685886,25,73
3/10/2020,Alameda,County,1685886,28,101
3/11/2020,Alameda,County,1685886,20,121
3/12/2020,Alameda,County,1685886,30,151
3/13/2020,Alameda,County,1685886,25,176
3/14/2020,Alameda,County,1685886,19,195
3/15/2020,Alameda,County,1685886,19,214
3/16/2020,Alameda,County,1685886,47,261
3/17/2020,Alameda,County,1685886,29,290
3/18/2020,Alameda,County,1685886,32,322
3/19/2020,Alameda,County,1685886,29,351
3/20/2020,Alameda,County,1685886,36,387
3/21/2020,Alameda,County,1685886,21,408
3/22/2020,Alameda,County,1685886,24,432
3/23/2020,Alameda,County,1685886,39,471
3/24/2020,Alameda,County,1685886,32,503
3/25/2020,Alameda,County,1685886,32,535
3/26/2020,Alameda,County,1685886,21,556
3/27/2020,Alameda,County,1685886,40,596
3/28/2020,Alameda,County,1685886,19,615
3/29/2020,Alameda,County,1685886,27,642
3/30/2020,Alameda,County,1685886,34,676
3/31/2020,Alameda,County,1685886,39,715
4/1/2020,Alameda,County,1685886,66,781
4/2/2020,Alameda,County,1685886,27,808
4/3/2020,Alameda,County,1685886,51,859
4/4/2020,Alameda,County,1685886,36,895
4/5/2020,Alameda,County,1685886,23,918
4/6/2020,Alameda,County,1685886,42,960
4/7/2020,Alameda,County,1685886,31,991
4/8/2020,Alameda,County,1685886,35,1026
4/9/2020,Alameda,County,1685886,43,1069
4/10/2020,Alameda,County,1685886,50,1119
4/11/2020,Alameda,County,1685886,41,1160
4/12/2020,Alameda,County,1685886,42,1202
4/13/2020,Alameda,County,1685886,43,1245
4/14/2020,Alameda,County,1685886,38,1283
4/15/2020,Alameda,County,1685886,45,1328
4/16/2020,Alameda,County,1685886,50,1378
4/17/2020,Alameda,County,1685886,33,1411
4/18/2020,Alameda,County,1685886,55,1466
4/19/2020,Alameda,County,1685886,25,1491
4/20/2020,Alameda,County,1685886,50,1541
4/21/2020,Alameda,County,1685886,33,1574
4/22/2020,Alameda,County,1685886,30,1604
4/23/2020,Alameda,County,1685886,49,1653
4/24/2020,Alameda,County,1685886,38,1691
4/25/2020,Alameda,County,1685886,31,1722
4/26/2020,Alameda,County,1685886,25,1747
4/27/2020,Alameda,County,1685886,61,1808
4/28/2020,Alameda,County,1685886,60,1868
4/29/2020,Alameda,County,1685886,57,1925
4/30/2020,Alameda,County,1685886,58,1983
5/1/2020,Alameda,County,1685886,60,2043
5/2/2020,Alameda,County,1685886,38,2081
5/3/2020,Alameda,County,1685886,37,2118
5/4/2020,Alameda,County,1685886,58,2176
5/5/2020,Alameda,County,1685886,58,2234
5/6/2020,Alameda,County,1685886,43,2277
5/7/2020,Alameda,County,1685886,38,2315
5/8/2020,Alameda,County,1685886,60,2375
5/9/2020,Alameda,County,1685886,43,2418
5/10/2020,Alameda,County,1685886,43,2461
5/11/2020,Alameda,County,1685886,77,2538
5/12/2020,Alameda,County,1685886,50,2588
5/13/2020,Alameda,County,1685886,64,2652
5/14/2020,Alameda,County,1685886,58,2710
5/15/2020,Alameda,County,1685886,92,2802
5/16/2020,Alameda,County,1685886,34,2836
5/17/2020,Alameda,County,1685886,50,2886
5/18/2020,Alameda,County,1685886,95,2981
5/19/2020,Alameda,County,1685886,73,3054
5/20/2020,Alameda,County,1685886,76,3130
5/21/2020,Alameda,County,1685886,73,3203
5/22/2020,Alameda,County,1685886,66,3269
5/23/2020,Alameda,County,1685886,54,3323
5/24/2020,Alameda,County,1685886,41,3364
5/25/2020,Alameda,County,1685886,73,3437
5/26/2020,Alameda,County,1685886,94,3531
5/27/2020,Alameda,County,1685886,95,3626
5/28/2020,Alameda,County,1685886,83,3709
5/29/2020,Alameda,County,1685886,99,3808
5/30/2020,Alameda,County,1685886,35,3843
5/31/2020,Alameda,County,1685886,26,3869
6/1/2020,Alameda,County,1685886,105,3974
6/2/2020,Alameda,County,1685886,66,4040
6/3/2020,Alameda,County,1685886,76,4116
6/4/2020,Alameda,County,1685886,59,4175
6/5/2020,Alameda,County,1685886,99,4274
6/6/2020,Alameda,County,1685886,51,4325
6/7/2020,Alameda,County,1685886,45,4370
6/8/2020,Alameda,County,1685886,113,4483
6/9/2020,Alameda,County,1685886,81,4564
6/10/2020,Alameda,County,1685886,111,4675
6/11/2020,Alameda,County,1685886,100,4775
6/12/2020,Alameda,County,1685886,129,4904
6/13/2020,Alameda,County,1685886,73,4977
6/14/2020,Alameda,County,1685886,64,5041
6/15/2020,Alameda,County,1685886,147,5188
6/16/2020,Alameda,County,1685886,127,5315
6/17/2020,Alameda,County,1685886,119,5434
6/18/2020,Alameda,County,1685886,123,5557
6/19/2020,Alameda,County,1685886,129,5686
6/20/2020,Alameda,County,1685886,73,5759
6/21/2020,Alameda,County,1685886,61,5820
6/22/2020,Alameda,County,1685886,194,6014
6/23/2020,Alameda,County,1685886,151,6165
6/24/2020,Alameda,County,1685886,180,6345
6/25/2020,Alameda,County,1685886,162,6507
6/26/2020,Alameda,County,1685886,189,6696
6/27/2020,Alameda,County,1685886,86,6782
6/28/2020,Alameda,County,1685886,96,6878
6/29/2020,Alameda,County,1685886,261,7139
6/30/2020,Alameda,County,1685886,208,7347
7/1/2020,Alameda,County,1685886,247,7594
7/2/2020,Alameda,County,1685886,218,7812
7/3/2020,Alameda,County,1685886,126,7938
7/4/2020,Alameda,County,1685886,121,8059
7/5/2020,Alameda,County,1685886,112,8171
7/6/2020,Alameda,County,1685886,249,8420
7/7/2020,Alameda,County,1685886,235,8655
7/8/2020,Alameda,County,1685886,320,8975
7/9/2020,Alameda,County,1685886,292,9267
7/10/2020,Alameda,County,1685886,229,9496
7/11/2020,Alameda,County,1685886,157,9653
7/12/2020,Alameda,County,1685886,103,9756
7/13/2020,Alameda,County,1685886,270,10026
7/14/2020,Alameda,County,1685886,304,10330
7/15/2020,Alameda,County,1685886,341,10671
7/16/2020,Alameda,County,1685886,205,10876
7/17/2020,Alameda,County,1685886,233,11109
7/18/2020,Alameda,County,1685886,141,11250
7/19/2020,Alameda,County,1685886,137,11387
7/20/2020,Alameda,County,1685886,240,11627
7/21/2020,Alameda,County,1685886,251,11878
7/22/2020,Alameda,County,1685886,214,12092
7/23/2020,Alameda,County,1685886,218,12310
7/24/2020,Alameda,County,1685886,243,12553
7/25/2020,Alameda,County,1685886,141,12694
7/26/2020,Alameda,County,1685886,97,12791
7/27/2020,Alameda,County,1685886,239,13030
7/28/2020,Alameda,County,1685886,228,13258
7/29/2020,Alameda,County,1685886,230,13488
7/30/2020,Alameda,County,1685886,221,13709
7/31/2020,Alameda,County,1685886,205,13914
8/1/2020,Alameda,County,1685886,129,14043
8/2/2020,Alameda,County,1685886,112,14155
8/3/2020,Alameda,County,1685886,247,14402
8/4/2020,Alameda,County,1685886,180,14582
8/5/2020,Alameda,County,1685886,217,14799
8/6/2020,Alameda,County,1685886,215,15014
8/7/2020,Alameda,County,1685886,222,15236
8/8/2020,Alameda,County,1685886,110,15346
8/9/2020,Alameda,County,1685886,110,15456
8/10/2020,Alameda,County,1685886,281,15737
8/11/2020,Alameda,County,1685886,240,15977
8/12/2020,Alameda,County,1685886,261,16238
8/13/2020,Alameda,County,1685886,213,16451
8/14/2020,Alameda,County,1685886,281,16732
8/15/2020,Alameda,County,1685886,140,16872
8/16/2020,Alameda,County,1685886,77,16949
8/17/2020,Alameda,County,1685886,291,17240
8/18/2020,Alameda,County,1685886,193,17433
8/19/2020,Alameda,County,1685886,178,17611
8/20/2020,Alameda,County,1685886,158,17769
8/21/2020,Alameda,County,1685886,160,17929
8/22/2020,Alameda,County,1685886,92,18021
8/23/2020,Alameda,County,1685886,94,18115
8/24/2020,Alameda,County,1685886,223,18338
8/25/2020,Alameda,County,1685886,195,18533
8/26/2020,Alameda,County,1685886,157,18690
8/27/2020,Alameda,County,1685886,163,18853
8/28/2020,Alameda,County,1685886,145,18998
8/29/2020,Alameda,County,1685886,83,19081
8/30/2020,Alameda,County,1685886,67,19148
8/31/2020,Alameda,County,1685886,125,19273
9/1/2020,Alameda,County,1685886,147,19420
9/2/2020,Alameda,County,1685886,138,19558
9/3/2020,Alameda,County,1685886,118,19676
9/4/2020,Alameda,County,1685886,103,19779
9/5/2020,Alameda,County,1685886,69,19848
9/6/2020,Alameda,County,1685886,46,19894
9/7/2020,Alameda,County,1685886,58,19952
9/8/2020,Alameda,County,1685886,121,20073
9/9/2020,Alameda,County,1685886,109,20182
9/10/2020,Alameda,County,1685886,79,20261
9/11/2020,Alameda,County,1685886,74,20335
9/12/2020,Alameda,County,1685886,55,20390
9/13/2020,Alameda,County,1685886,59,20449
9/14/2020,Alameda,County,1685886,106,20555
9/15/2020,Alameda,County,1685886,127,20682
9/16/2020,Alameda,County,1685886,106,20788
9/17/2020,Alameda,County,1685886,98,20886
9/18/2020,Alameda,County,1685886,99,20985
9/19/2020,Alameda,County,1685886,66,21051
9/20/2020,Alameda,County,1685886,50,21101
9/21/2020,Alameda,County,1685886,101,21202
9/22/2020,Alameda,County,1685886,79,21281
9/23/2020,Alameda,County,1685886,79,21360
9/24/2020,Alameda,County,1685886,69,21429
9/25/2020,Alameda,County,1685886,75,21504
9/26/2020,Alameda,County,1685886,54,21558
9/27/2020,Alameda,County,1685886,58,21616
9/28/2020,Alameda,County,1685886,82,21698
9/29/2020,Alameda,County,1685886,87,21785
9/30/2020,Alameda,County,1685886,75,21860
10/1/2020,Alameda,County,1685886,78,21938
10/2/2020,Alameda,County,1685886,61,21999
10/3/2020,Alameda,County,1685886,54,22053
10/4/2020,Alameda,County,1685886,46,22099
10/5/2020,Alameda,County,1685886,96,22195
10/6/2020,Alameda,County,1685886,88,22283
10/7/2020,Alameda,County,1685886,91,22374
10/8/2020,Alameda,County,1685886,77,22451
10/9/2020,Alameda,County,1685886,81,22532
10/10/2020,Alameda,County,1685886,48,22580
10/11/2020,Alameda,County,1685886,50,22630
10/12/2020,Alameda,County,1685886,90,22720
10/13/2020,Alameda,County,1685886,79,22799
10/14/2020,Alameda,County,1685886,104,22903
10/15/2020,Alameda,County,1685886,99,23002
10/16/2020,Alameda,County,1685886,68,23070
10/17/2020,Alameda,County,1685886,54,23124
10/18/2020,Alameda,County,1685886,45,23169
10/19/2020,Alameda,County,1685886,104,23273
10/20/2020,Alameda,County,1685886,110,23383
10/21/2020,Alameda,County,1685886,102,23485
10/22/2020,Alameda,County,1685886,88,23573
10/23/2020,Alameda,County,1685886,101,23674
10/24/2020,Alameda,County,1685886,73,23747
10/25/2020,Alameda,County,1685886,71,23818
10/26/2020,Alameda,County,1685886,107,23925
10/27/2020,Alameda,County,1685886,112,24037
10/28/2020,Alameda,County,1685886,115,24152
10/29/2020,Alameda,County,1685886,100,24252
10/30/2020,Alameda,County,1685886,163,24415
10/31/2020,Alameda,County,1685886,80,24495
11/1/2020,Alameda,County,1685886,116,24611
11/2/2020,Alameda,County,1685886,163,24774
11/3/2020,Alameda,County,1685886,196,24970
11/4/2020,Alameda,County,1685886,184,25154
11/5/2020,Alameda,County,1685886,176,25330
11/6/2020,Alameda,County,1685886,176,25506
11/7/2020,Alameda,County,1685886,132,25638
11/8/2020,Alameda,County,1685886,110,25748
11/9/2020,Alameda,County,1685886,230,25978
11/10/2020,Alameda,County,1685886,246,26224
11/11/2020,Alameda,County,1685886,230,26454
11/12/2020,Alameda,County,1685886,244,26698
11/13/2020,Alameda,County,1685886,268,26966
11/14/2020,Alameda,County,1685886,216,27182
11/15/2020,Alameda,County,1685886,267,27449
11/16/2020,Alameda,County,1685886,317,27766
11/17/2020,Alameda,County,1685886,347,28113
11/18/2020,Alameda,County,1685886,328,28441
11/19/2020,Alameda,County,1685886,264,28705
11/20/2020,Alameda,County,1685886,346,29051
11/21/2020,Alameda,County,1685886,214,29265
11/22/2020,Alameda,County,1685886,187,29452
11/23/2020,Alameda,County,1685886,438,29890
11/24/2020,Alameda,County,1685886,417,30307
11/25/2020,Alameda,County,1685886,476,30783
11/26/2020,Alameda,County,1685886,215,30998
11/27/2020,Alameda,County,1685886,414,31412
11/28/2020,Alameda,County,1685886,444,31856
11/29/2020,Alameda,County,1685886,310,32166
11/30/2020,Alameda,County,1685886,792,32958
12/1/2020,Alameda,County,1685886,820,33778
12/2/2020,Alameda,County,1685886,694,34472
12/3/2020,Alameda,County,1685886,629,35101
12/4/2020,Alameda,County,1685886,767,35868
12/5/2020,Alameda,County,1685886,550,36418
12/6/2020,Alameda,County,1685886,358,36776
12/7/2020,Alameda,County,1685886,994,37770
12/8/2020,Alameda,County,1685886,864,38634
12/9/2020,Alameda,County,1685886,901,39535
12/10/2020,Alameda,County,1685886,835,40370
12/11/2020,Alameda,County,1685886,770,41140
12/12/2020,Alameda,County,1685886,569,41709
12/13/2020,Alameda,County,1685886,444,42153
12/14/2020,Alameda,County,1685886,1200,43353
12/15/2020,Alameda,County,1685886,899,44252
12/16/2020,Alameda,County,1685886,861,45113
12/17/2020,Alameda,County,1685886,858,45971
12/18/2020,Alameda,County,1685886,805,46776
12/19/2020,Alameda,County,1685886,540,47316
12/20/2020,Alameda,County,1685886,449,47765
12/21/2020,Alameda,County,1685886,884,48649
12/22/2020,Alameda,County,1685886,901,49550
12/23/2020,Alameda,County,1685886,882,50432
12/24/2020,Alameda,County,1685886,577,51009
12/25/2020,Alameda,County,1685886,360,51369
12/26/2020,Alameda,County,1685886,571,51940
12/27/2020,Alameda,County,1685886,622,52562
12/28/2020,Alameda,County,1685886,1240,53802
12/29/2020,Alameda,County,1685886,1040,54842
12/30/2020,Alameda,County,1685886,1070,55912
12/31/2020,Alameda,County,1685886,780,56692
1/1/2021,Alameda,County,1685886,548,57240
1/2/2021,Alameda,County,1685886,648,57888
1/3/2021,Alameda,County,1685886,622,58510
1/4/2021,Alameda,County,1685886,1248,59758
1/5/2021,Alameda,County,1685886,1223,60981
1/6/2021,Alameda,County,1685886,1118,62099
1/7/2021,Alameda,County,1685886,854,62953
1/8/2021,Alameda,County,1685886,861,63814
1/9/2021,Alameda,County,1685886,563,64377
1/10/2021,Alameda,County,1685886,544,64921
1/11/2021,Alameda,County,1685886,979,65900
1/12/2021,Alameda,County,1685886,852,66752
1/13/2021,Alameda,County,1685886,824,67576
1/14/2021,Alameda,County,1685886,750,68326
1/15/2021,Alameda,County,1685886,627,68953
1/16/2021,Alameda,County,1685886,429,69382
1/17/2021,Alameda,County,1685886,322,69704
1/18/2021,Alameda,County,1685886,565,70269
1/19/2021,Alameda,County,1685886,632,70901
1/20/2021,Alameda,County,1685886,642,71543
1/21/2021,Alameda,County,1685886,474,72017
1/22/2021,Alameda,County,1685886,434,72451
1/23/2021,Alameda,County,1685886,318,72769
1/24/2021,Alameda,County,1685886,248,73017
1/25/2021,Alameda,County,1685886,501,73518
1/26/2021,Alameda,County,1685886,425,73943
1/27/2021,Alameda,County,1685886,376,74319
1/28/2021,Alameda,County,1685886,418,74737
1/29/2021,Alameda,County,1685886,424,75161
1/30/2021,Alameda,County,1685886,267,75428
1/31/2021,Alameda,County,1685886,203,75631
2/1/2021,Alameda,County,1685886,425,76056
2/2/2021,Alameda,County,1685886,356,76412
2/3/2021,Alameda,County,1685886,343,76755
2/4/2021,Alameda,County,1685886,325,77080
2/5/2021,Alameda,County,1685886,286,77366
2/6/2021,Alameda,County,1685886,229,77595
2/7/2021,Alameda,County,1685886,153,77748
2/8/2021,Alameda,County,1685886,301,78049
2/9/2021,Alameda,County,1685886,261,78310
2/10/2021,Alameda,County,1685886,262,78572
2/11/2021,Alameda,County,1685886,201,78773
2/12/2021,Alameda,County,1685886,226,78999
2/13/2021,Alameda,County,1685886,149,79148
2/14/2021,Alameda,County,1685886,122,79270
2/15/2021,Alameda,County,1685886,152,79422
2/16/2021,Alameda,County,1685886,197,79619
2/17/2021,Alameda,County,1685886,169,79788
2/18/2021,Alameda,County,1685886,162,79950
2/19/2021,Alameda,County,1685886,134,80084
2/20/2021,Alameda,County,1685886,100,80184
2/21/2021,Alameda,County,1685886,91,80275
2/22/2021,Alameda,County,1685886,194,80469
2/23/2021,Alameda,County,1685886,151,80620
2/24/2021,Alameda,County,1685886,138,80758
2/25/2021,Alameda,County,1685886,120,80878
2/26/2021,Alameda,County,1685886,121,80999
2/27/2021,Alameda,County,1685886,95,81094
2/28/2021,Alameda,County,1685886,74,81168
3/1/2021,Alameda,County,1685886,121,81289
3/2/2021,Alameda,County,1685886,128,81417
3/3/2021,Alameda,County,1685886,122,81539
3/4/2021,Alameda,County,1685886,121,81660
3/5/2021,Alameda,County,1685886,109,81769
3/6/2021,Alameda,County,1685886,86,81855
3/7/2021,Alameda,County,1685886,57,81912
3/8/2021,Alameda,County,1685886,120,82032
3/9/2021,Alameda,County,1685886,111,82143
3/10/2021,Alameda,County,1685886,87,82230
3/11/2021,Alameda,County,1685886,106,82336
3/12/2021,Alameda,County,1685886,91,82427
3/13/2021,Alameda,County,1685886,78,82505
3/14/2021,Alameda,County,1685886,60,82565
3/15/2021,Alameda,County,1685886,85,82650
3/16/2021,Alameda,County,1685886,89,82739
3/17/2021,Alameda,County,1685886,111,82850
3/18/2021,Alameda,County,1685886,76,82926
3/19/2021,Alameda,County,1685886,81,83007
3/20/2021,Alameda,County,1685886,72,83079
3/21/2021,Alameda,County,1685886,68,83147
3/22/2021,Alameda,County,1685886,87,83234
3/23/2021,Alameda,County,1685886,91,83325
3/24/2021,Alameda,County,1685886,102,83427
3/25/2021,Alameda,County,1685886,93,83520
3/26/2021,Alameda,County,1685886,94,83614
3/27/2021,Alameda,County,1685886,62,83676
3/28/2021,Alameda,County,1685886,71,83747
3/29/2021,Alameda,County,1685886,121,83868
3/30/2021,Alameda,County,1685886,100,83968
3/31/2021,Alameda,County,1685886,100,84068
4/1/2021,Alameda,County,1685886,82,84150
4/2/2021,Alameda,County,1685886,79,84229
4/3/2021,Alameda,County,1685886,73,84302
4/4/2021,Alameda,County,1685886,67,84369
4/5/2021,Alameda,County,1685886,119,84488
4/6/2021,Alameda,County,1685886,116,84604
4/7/2021,Alameda,County,1685886,113,84717
4/8/2021,Alameda,County,1685886,84,84801
4/9/2021,Alameda,County,1685886,108,84909
4/10/2021,Alameda,County,1685886,67,84976
4/11/2021,Alameda,County,1685886,64,85040
4/12/2021,Alameda,County,1685886,137,85177
4/13/2021,Alameda,County,1685886,102,85279
4/14/2021,Alameda,County,1685886,106,85385
4/15/2021,Alameda,County,1685886,97,85482
4/16/2021,Alameda,County,1685886,107,85589
4/17/2021,Alameda,County,1685886,80,85669
4/18/2021,Alameda,County,1685886,73,85742
4/19/2021,Alameda,County,1685886,115,85857
4/20/2021,Alameda,County,1685886,118,85975
4/21/2021,Alameda,County,1685886,95,86070
4/22/2021,Alameda,County,1685886,79,86149
4/23/2021,Alameda,County,1685886,90,86239
4/24/2021,Alameda,County,1685886,74,86313
4/25/2021,Alameda,County,1685886,55,86368
4/26/2021,Alameda,County,1685886,101,86469
4/27/2021,Alameda,County,1685886,94,86563
4/28/2021,Alameda,County,1685886,90,86653
4/29/2021,Alameda,County,1685886,72,86725
4/30/2021,Alameda,County,1685886,67,86792
5/1/2021,Alameda,County,1685886,61,86853
5/2/2021,Alameda,County,1685886,43,86896
5/3/2021,Alameda,County,1685886,85,86981
5/4/2021,Alameda,County,1685886,76,87057
5/5/2021,Alameda,County,1685886,92,87149
5/6/2021,Alameda,County,1685886,61,87210
5/7/2021,Alameda,County,1685886,76,87286
5/8/2021,Alameda,County,1685886,53,87339
5/9/2021,Alameda,County,1685886,43,87382
5/10/2021,Alameda,County,1685886,70,87452
5/11/2021,Alameda,County,1685886,68,87520
5/12/2021,Alameda,County,1685886,65,87585
5/13/2021,Alameda,County,1685886,32,87617
5/14/2021,Alameda,County,1685886,43,87660
5/15/2021,Alameda,County,1685886,34,87694
5/16/2021,Alameda,County,1685886,26,87720
5/17/2021,Alameda,County,1685886,64,87784
5/18/2021,Alameda,County,1685886,53,87837
5/19/2021,Alameda,County,1685886,74,87911
5/20/2021,Alameda,County,1685886,39,87950
5/21/2021,Alameda,County,1685886,44,87994
5/22/2021,Alameda,County,1685886,26,88020
5/23/2021,Alameda,County,1685886,27,88047
5/24/2021,Alameda,County,1685886,63,88110
5/25/2021,Alameda,County,1685886,40,88150
5/26/2021,Alameda,County,1685886,31,88181
5/27/2021,Alameda,County,1685886,29,88210
5/28/2021,Alameda,County,1685886,35,88245
5/29/2021,Alameda,County,1685886,24,88269
5/30/2021,Alameda,County,1685886,23,88292
5/31/2021,Alameda,County,1685886,23,88315
6/1/2021,Alameda,County,1685886,36,88351
6/2/2021,Alameda,County,1685886,35,88386
6/3/2021,Alameda,County,1685886,45,88431
6/4/2021,Alameda,County,1685886,38,88469
6/5/2021,Alameda,County,1685886,27,88496
6/6/2021,Alameda,County,1685886,33,88529
6/7/2021,Alameda,County,1685886,38,88567
6/8/2021,Alameda,County,1685886,57,88624
6/9/2021,Alameda,County,1685886,48,88672
6/10/2021,Alameda,County,1685886,44,88716
6/11/2021,Alameda,County,1685886,44,88760
6/12/2021,Alameda,County,1685886,28,88788
6/13/2021,Alameda,County,1685886,27,88815
6/14/2021,Alameda,County,1685886,58,88873
6/15/2021,Alameda,County,1685886,48,88921
6/16/2021,Alameda,County,1685886,41,88962
6/17/2021,Alameda,County,1685886,49,89011
6/18/2021,Alameda,County,1685886,46,89057
6/19/2021,Alameda,County,1685886,37,89094
6/20/2021,Alameda,County,1685886,35,89129
6/21/2021,Alameda,County,1685886,65,89194
6/22/2021,Alameda,County,1685886,56,89250
6/23/2021,Alameda,County,1685886,67,89317
6/24/2021,Alameda,County,1685886,72,89389
6/25/2021,Alameda,County,1685886,72,89461
6/26/2021,Alameda,County,1685886,68,89529
6/27/2021,Alameda,County,1685886,57,89586
6/28/2021,Alameda,County,1685886,87,89673
6/29/2021,Alameda,County,1685886,95,89768
6/30/2021,Alameda,County,1685886,106,89874
7/1/2021,Alameda,County,1685886,82,89956
7/2/2021,Alameda,County,1685886,101,90057
7/3/2021,Alameda,County,1685886,84,90141
7/4/2021,Alameda,County,1685886,87,90228
7/5/2021,Alameda,County,1685886,164,90392
7/6/2021,Alameda,County,1685886,176,90568
7/7/2021,Alameda,County,1685886,195,90763
7/8/2021,Alameda,County,1685886,183,90946
7/9/2021,Alameda,County,1685886,206,91152
7/10/2021,Alameda,County,1685886,159,91311
7/11/2021,Alameda,County,1685886,150,91461
7/12/2021,Alameda,County,1685886,329,91790
7/13/2021,Alameda,County,1685886,258,92048
7/14/2021,Alameda,County,1685886,264,92312
7/15/2021,Alameda,County,1685886,260,92572
7/16/2021,Alameda,County,1685886,296,92868
7/17/2021,Alameda,County,1685886,239,93107
7/18/2021,Alameda,County,1685886,218,93325
7/19/2021,Alameda,County,1685886,361,93686
7/20/2021,Alameda,County,1685886,378,94064
7/21/2021,Alameda,County,1685886,371,94435
7/22/2021,Alameda,County,1685886,320,94755
7/23/2021,Alameda,County,1685886,353,95108
7/24/2021,Alameda,County,1685886,255,95363
7/25/2021,Alameda,County,1685886,281,95644
7/26/2021,Alameda,County,1685886,491,96135
7/27/2021,Alameda,County,1685886,445,96580
7/28/2021,Alameda,County,1685886,401,96981
7/29/2021,Alameda,County,1685886,460,97441
7/30/2021,Alameda,County,1685886,412,97853
7/31/2021,Alameda,County,1685886,325,98178
8/1/2021,Alameda,County,1685886,332,98510
8/2/2021,Alameda,County,1685886,530,99040
8/3/2021,Alameda,County,1685886,557,99597
8/4/2021,Alameda,County,1685886,448,100045
8/5/2021,Alameda,County,1685886,504,100549
8/6/2021,Alameda,County,1685886,483,101032
8/7/2021,Alameda,County,1685886,330,101362
8/8/2021,Alameda,County,1685886,247,101609
8/9/2021,Alameda,County,1685886,549,102158
8/10/2021,Alameda,County,1685886,551,102709
8/11/2021,Alameda,County,1685886,469,103178
8/12/2021,Alameda,County,1685886,507,103685
8/13/2021,Alameda,County,1685886,486,104171
8/14/2021,Alameda,County,1685886,295,104466
8/15/2021,Alameda,County,1685886,216,104682
8/16/2021,Alameda,County,1685886,483,105165
8/17/2021,Alameda,County,1685886,497,105662
8/18/2021,Alameda,County,1685886,398,106060
8/19/2021,Alameda,County,1685886,406,106466
8/20/2021,Alameda,County,1685886,446,106912
8/21/2021,Alameda,County,1685886,236,107148
8/22/2021,Alameda,County,1685886,201,107349
8/23/2021,Alameda,County,1685886,443,107792
8/24/2021,Alameda,County,1685886,408,108200
8/25/2021,Alameda,County,1685886,310,108510
8/26/2021,Alameda,County,1685886,315,108825
8/27/2021,Alameda,County,1685886,268,109093
8/28/2021,Alameda,County,1685886,210,109303
8/29/2021,Alameda,County,1685886,163,109466
8/30/2021,Alameda,County,1685886,332,109798
8/31/2021,Alameda,County,1685886,317,110115
9/1/2021,Alameda,County,1685886,294,110409
9/2/2021,Alameda,County,1685886,268,110677
9/3/2021,Alameda,County,1685886,258,110935
9/4/2021,Alameda,County,1685886,161,111096
9/5/2021,Alameda,County,1685886,123,111219
9/6/2021,Alameda,County,1685886,193,111412
9/7/2021,Alameda,County,1685886,313,111725
9/8/2021,Alameda,County,1685886,300,112025
9/9/2021,Alameda,County,1685886,245,112270
9/10/2021,Alameda,County,1685886,219,112489
9/11/2021,Alameda,County,1685886,191,112680
9/12/2021,Alameda,County,1685886,124,112804
9/13/2021,Alameda,County,1685886,262,113066
9/14/2021,Alameda,County,1685886,214,113280
9/15/2021,Alameda,County,1685886,207,113487
9/16/2021,Alameda,County,1685886,167,113654
9/17/2021,Alameda,County,1685886,177,113831
9/18/2021,Alameda,County,1685886,126,113957
9/19/2021,Alameda,County,1685886,100,114057
9/20/2021,Alameda,County,1685886,213,114270
9/21/2021,Alameda,County,1685886,181,114451
9/22/2021,Alameda,County,1685886,153,114604
9/23/2021,Alameda,County,1685886,155,114759
9/24/2021,Alameda,County,1685886,158,114917
9/25/2021,Alameda,County,1685886,105,115022
9/26/2021,Alameda,County,1685886,79,115101
9/27/2021,Alameda,County,1685886,194,115295
9/28/2021,Alameda,County,1685886,194,115489
9/29/2021,Alameda,County,1685886,159,115648
9/30/2021,Alameda,County,1685886,146,115794
10/1/2021,Alameda,County,1685886,145,115939
10/2/2021,Alameda,County,1685886,77,116016
